MMDD MAX MIN AVG DEP HDD CDD  WTR  SNW DPTH AVGW MW DIR MIN PSBL S-S WX    SPD DR2
0828  85  66  76   8   0  11 0.04  0.0    0  8.6 22 310   M    M   9 1      27 300
0829  79  59  69   1   0   4 0.00  0.0    0  5.5 21 290   M    M   3 1      26 290
0830  82  57  70   2   0   5 0.00  0.0    0  7.0 16 330   M    M   3        21 310
0831  76  54  65  -3   0   0 0.00  0.0    0  6.1 18 300   M    M   7        25 300
0901  75  51  63  -4   2   0    T  0.0    0  5.3 18 170   M    M   7 1      27 170
0902  76  62  69   2   0   4 0.96  0.0    0  9.1 16 180   M    M   8 13     25 340
0903  79  55  67   0   0   2 0.00  0.0    0  3.1 14 180   M    M   4 1      19 180
0904  80  59  70   4   0   5 0.81  0.0    0 12.1 24 310   M    M   4 13     34 300
0905  72  52  62  -4   3   0 0.00  0.0    0  2.9  8 320   M    M   4 12     13 360
0906  72  52  62  -4   3   0 0.00  0.0    0  4.3 14  80   M    M   8 12     18  70
0907  73  52  63  -2   2   0 0.00  0.0    0  7.1 21 290   M    M   5        26 280
0908  73  52  63  -2   2   0 0.00  0.0    0  6.6 18 270   M    M   7        23 270
0909  73  49  61  -4   4   0 0.00  0.0    0  2.7  9 330   M    M   5 1      15 340
0910  77  52  65   1   0   0 0.00  0.0    0  8.3 18 170   M    M   6 1      24 170
0911  87  66  77  13   0  12    T  0.0    0  8.1 17 310   M    M   6        24 310
0912  68  51  60  -4   5   0 0.01  0.0    0  8.0 15  20   M    M   8        23  10
0913  72  45  59  -4   6   0 0.00  0.0    0  7.4 22 180   M    M   4 1      32 180
0914  69  59  64   1   1   0 0.02  0.0    0 11.6 22 170   M    M   9 1      30 160
0915  78  54  66   4   0   1    T  0.0    0  5.7 16 300   M    M   6 12     19 290
0916  73  55  64   2   1   0 0.00  0.0    0  4.7 12  30   M    M   4        14  40
0917  73  47  60  -2   5   0 0.00  0.0    0  4.2 12  50   M    M   1 1      18 290
0918  69  48  59  -2   6   0 0.00  0.0    0  5.7 18 340   M    M   2 1      23 340
0919  72  42  57  -4   8   0 0.00  0.0    0  1.3  7 150   M    M   4 12     11 230
0920  79  42  61   1   4   0 0.00  0.0    0  1.4  6  20   M    M   3 1       8  20
0921  84  50  67   7   0   2 0.00  0.0    0  1.2  7 200   M    M   1 1      10 210
0922  87  51  69  10   0   4 0.00  0.0    0  5.6 13 160   M    M   4 1      18 180
0923  86  66  76  17   0  11 0.15  0.0    0  7.6 32 300   M    M   8        39 300
0924  73  56  65   7   0   0    T  0.0    0  9.5 24 280   M    M   6        30 300
0925  76  50  63   5   2   0    T  0.0    0  2.3  9 310   M    M   4 1      13 240
0926  69  53  61   3   4   0 0.23  0.0    0  7.5 17 170   M    M   7 1      24 170
0927  72  46  59   2   6   0 0.00  0.0    0  3.8 14 240   M    M   2 1      17 280
0928  82  54  68  11   0   3 0.04  0.0    0  6.6 18 180   M    M   5        24 160
0929  69  51  60   4   5   0 0.00  0.0    0  8.1 18  50   M    M   8        24  40
0930  68  50  59   3   6   0 0.01  0.0    0  6.4 14 170   M    M   8        21 150
1001  78  60  69  14   0   4 0.64  0.0    0 10.0 17 190   M    M   9 13     25 180
1002  75  49  62   7   3   0 0.11  0.0    0  9.2 20  20   M    M  10 1      27  10
1003  52  46  49  -6  16   0 0.29  0.0    0  6.2 15 160   M    M  10 1      22 170
1004  59  41  50  -4  15   0    T  0.0    0  9.7 20 290   M    M   6 1      25 310
1005  59  34  47  -7  18   0 0.00  0.0    0  2.8 12 160   M    M   2 1      16 160
1006  65  41  53   0  12   0 0.02  0.0    0 12.2 22 180   M    M   9        28 180
1007  67  55  61   8   4   0 1.05  0.0    0  5.1 22 170   M    M   9 1      32 170
1008  65  45  55   3  10   0 0.00  0.0    0  3.3 15 330   M    M   7 1      19 330
1009  65  43  54   2  11   0 0.00  0.0    0  4.1 13  70   M    M   7        15  70
1010  69  49  59   7   6   0    T  0.0    0  5.3 15 330   M    M   5        26 340
1011  67  43  55   4  10   0 0.00  0.0    0  5.2 14  30   M    M   5        19  30
1012  66  44  55   4  10   0    T  0.0    0  3.5 16 290   M    M   6        23 280
1013  62  42  52   1  13   0 0.00  0.0    0  3.8 10 300   M    M   6        15 290
1014  71  38  55   5  10   0 0.00  0.0    0  6.3 20 300   M    M   4 1      27 290
1015  62  39  51   1  14   0 0.00  0.0    0  1.5 10 320   M    M   3        12 320
1016  63  38  51   1  14   0 1.60  0.0    0  8.4 20 340   M    M   7 1      25 320
1017  52  46  49   0  16   0 1.63  0.0    0 17.9 29 290   M    M  10 1      40 280
1018  52  41  47  -2  18   0 0.00  0.0    0 11.4 23 290   M    M   9        34 290
1019  59  36  48   0  17   0 0.00  0.0    0  2.9  9 340   M    M   3 1      14 300
1020  54  34  44  -4  21   0 0.04  0.0    0  2.8 10 170   M    M   8 12     14 170
1021  60  43  52   4  13   0    T  0.0    0  2.3  7  60   M    M   7 12     10 360
1022  59  43  51   3  14   0 0.27  0.0    0  6.0 16 140   M    M  10 1      24 130
1023  64  38  51   4  14   0 0.14  0.0    0  4.9 17 310   M    M   5 1      23 290
1024  68  35  52   5  13   0 0.00  0.0    0  7.8 21 190   M    M   2        27 190
1025  58  48  53   7  12   0    T  0.0    0  2.4  7 330   M    M  10        10 310
1026  58  44  51   5  14   0    T  0.0    0  2.3  9  40   M    M   7 1      12  60
1027  54  47  51   5  14   0 0.92  0.0    0  4.5 14 140   M    M  10 1      19 130
1028  60  45  53   7  12   0 0.00  0.0    0  5.4 16 280   M    M   8        22 280
1029  64  53  59  14   6   0    T  0.0    0  9.5 18 180   M    M   8        24 180
1030  63  57  60  15   5   0 0.01  0.0    0  4.9 10 170   M    M  10        13 190
1031  75  60  68  23   0   3 0.76  0.0    0 16.1 30 180   M    M  10 1      41 160
1101  70  42  56  12   9   0 0.30  0.0    0 17.1 38 280   M    M   8        51 280
1102  50  35  43  -1  22   0 0.00  0.0    0  4.0 14 180   M    M   7        18 190
1103  53  30  42  -2  23   0    T  0.0    0  6.7 21 300   M    M   4        36 290
1104  51  29  40  -4  25   0 0.00  0.0    0  8.6 22 170   M    M   7        30 150
1105  56  36  46   3  19   0    T  0.0    0  9.7 22 290   M    M   9        33 300
1106  49  30  40  -3  25   0 0.00  0.0    0  5.6 22 310   M    M   3        30 320
1107  46  32  39  -4  26   0 0.19    T    0  8.1 20 300   M    M   9        23 290
1108  37  23  30 -12  35   0    T    T    0 10.7 22 300   M    M   3        31 300
